xName,Manning Name,HGNC Name,Kinase Name,Group,Family,SubFamily,UniprotID,chembl_targets,type
EGFR,EGFR,EGFR,Epidermal growth factor receptor,TK,EGFR,,P00533,CHEMBL203,SINGLE PROTEIN
EGFR,EGFR,EGFR,Epidermal growth factor receptor,TK,EGFR,,P00533,CHEMBL2111431,PROTEIN FAMILY
EGFR,EGFR,EGFR,Epidermal growth factor receptor,TK,EGFR,,P00533,CHEMBL2363049,PROTEIN FAMILY
EGFR,EGFR,EGFR,Epidermal growth factor receptor,TK,EGFR,,P00533,CHEMBL3137284,CHIMERIC PROTEIN
PKR,PKR,EIF2AK2,Interferon-induced,Other,PEK,,P19525,CHEMBL5785,SINGLE PROTEIN
MARK2,MARK2,MARK2,Serine/threonine-protein kinase MARK2,CAMK,CAMKL,MARK,Q7KZI7,CHEMBL3831,SINGLE PROTEIN
EphA1,EphA1,EPHA1,Ephrin type-A receptor 1,TK,Eph,,P21709,CHEMBL5810,SINGLE PROTEIN
EphA1,EphA1,EPHA1,Ephrin type-A receptor 1,TK,Eph,,P21709,CHEMBL2363043,PROTEIN FAMILY
EphA2,EphA2,EPHA2,Ephrin type-A receptor 2,TK,Eph,,P29317,CHEMBL2068,SINGLE PROTEIN
EphA2,EphA2,EPHA2,Ephrin type-A receptor 2,TK,Eph,,P29317,CHEMBL2363043,PROTEIN FAMILY
EphA3,EphA3,EPHA3,Ephrin type-A receptor 3,TK,Eph,,P29320,CHEMBL4954,SINGLE PROTEIN
EphA3,EphA3,EPHA3,Ephrin type-A receptor 3,TK,Eph,,P29320,CHEMBL2363043,PROTEIN FAMILY
EphA4,EphA4,EPHA4,Ephrin type-A receptor 4,TK,Eph,,P54764,CHEMBL3988,SINGLE PROTEIN
EphA4,EphA4,EPHA4,Ephrin type-A receptor 4,TK,Eph,,P54764,CHEMBL2363043,PROTEIN FAMILY
EphA5,EphA5,EPHA5,Ephrin type-A receptor 5,TK,Eph,,P54756,CHEMBL3987,SINGLE PROTEIN
EphA5,EphA5,EPHA5,Ephrin type-A receptor 5,TK,Eph,,P54756,CHEMBL2363043,PROTEIN FAMILY
EphA8,EphA8,EPHA8,Ephrin type-A receptor 8,TK,Eph,,P29322,CHEMBL4134,SINGLE PROTEIN
EphA8,EphA8,EPHA8,Ephrin type-A receptor 8,TK,Eph,,P29322,CHEMBL2363043,PROTEIN FAMILY
EphB1,EphB1,EPHB1,Ephrin type-B receptor 1,TK,Eph,,P54762,CHEMBL5072,SINGLE PROTEIN
EphB1,EphB1,EPHB1,Ephrin type-B receptor 1,TK,Eph,,P54762,CHEMBL2363043,PROTEIN FAMILY
EphB2,EphB2,EPHB2,Ephrin type-B receptor 2,TK,Eph,,P29323,CHEMBL3290,SINGLE PROTEIN
EphB2,EphB2,EPHB2,Ephrin type-B receptor 2,TK,Eph,,P29323,CHEMBL2363043,PROTEIN FAMILY
EphB3,EphB3,EPHB3,Ephrin type-B receptor 3,TK,Eph,,P54753,CHEMBL4901,SINGLE PROTEIN
EphB3,EphB3,EPHB3,Ephrin type-B receptor 3,TK,Eph,,P54753,CHEMBL2363043,PROTEIN FAMILY
EphB4,EphB4,EPHB4,Ephrin type-B receptor 4,TK,Eph,,P54760,CHEMBL2363043,PROTEIN FAMILY
EphB4,EphB4,EPHB4,Ephrin type-B receptor 4,TK,Eph,,P54760,CHEMBL5147,SINGLE PROTEIN
EphB6,EphB6,EPHB6,Ephrin type-B receptor 6,TK,Eph,,O15197,CHEMBL2363043,PROTEIN FAMILY
EphB6,EphB6,EPHB6,Ephrin type-B receptor 6,TK,Eph,,O15197,CHEMBL5836,SINGLE PROTEIN
Erk1,Erk1,MAPK3,Mitogen-activated protein kinase 3,CMGC,MAPK,ERK1,P27361,CHEMBL3385,SINGLE PROTEIN
Erk1,Erk1,MAPK3,Mitogen-activated protein kinase 3,CMGC,MAPK,ERK1,P27361,CHEMBL1907606,PROTEIN FAMILY
Erk2,Erk2,MAPK1,Mitogen-activated protein kinase 1,CMGC,MAPK,ERK1,P28482,CHEMBL4040,SINGLE PROTEIN
Erk2,Erk2,MAPK1,Mitogen-activated protein kinase 1,CMGC,MAPK,ERK1,P28482,CHEMBL1907606,PROTEIN FAMILY
Erk2,Erk2,MAPK1,Mitogen-activated protein kinase 1,CMGC,MAPK,ERK1,P28482,CHEMBL3885566,PROTEIN FAMILY
Erk3,Erk3,MAPK6,Mitogen-activated protein kinase 6,CMGC,MAPK,ERK3,Q16659,CHEMBL5121,SINGLE PROTEIN
Erk4,Erk4,MAPK4,Mitogen-activated protein kinase 4,CMGC,MAPK,ERK3,P31152,CHEMBL5759,SINGLE PROTEIN
FAK,FAK,PTK2,Focal adhesion kinase 1,TK,FAK,,Q05397,CHEMBL2695,SINGLE PROTEIN
FAK,FAK,PTK2,Focal adhesion kinase 1,TK,FAK,,Q05397,CHEMBL3301389,PROTEIN-PROTEIN INTERACTION
FER,FER,FER,Tyrosine-protein kinase Fer,TK,Fer,,P16591,CHEMBL3982,SINGLE PROTEIN
FES,FES,FES,Tyrosine-protein kinase Fes/Fps,TK,Fer,,P07332,CHEMBL5455,SINGLE PROTEIN
FGFR1,FGFR1,FGFR1,Fibroblast growth factor receptor 1,TK,FGFR,,P11362,CHEMBL3650,SINGLE PROTEIN
FGFR1,FGFR1,FGFR1,Fibroblast growth factor receptor 1,TK,FGFR,,P11362,CHEMBL2111439,PROTEIN FAMILY
FGFR1,FGFR1,FGFR1,Fibroblast growth factor receptor 1,TK,FGFR,,P11362,CHEMBL2095217,PROTEIN FAMILY
FGFR2,FGFR2,FGFR2,Fibroblast growth factor receptor 2,TK,FGFR,,P21802,CHEMBL4142,SINGLE PROTEIN
FGFR2,FGFR2,FGFR2,Fibroblast growth factor receptor 2,TK,FGFR,,P21802,CHEMBL2111434,SELECTIVITY GROUP
FGFR2,FGFR2,FGFR2,Fibroblast growth factor receptor 2,TK,FGFR,,P21802,CHEMBL2095217,PROTEIN FAMILY
FGFR3,FGFR3,FGFR3,Fibroblast growth factor receptor 3,TK,FGFR,,P22607,CHEMBL2742,SINGLE PROTEIN
FGFR3,FGFR3,FGFR3,Fibroblast growth factor receptor 3,TK,FGFR,,P22607,CHEMBL2095217,PROTEIN FAMILY
FGFR4,FGFR4,FGFR4,Fibroblast growth factor receptor 4,TK,FGFR,,P22455,CHEMBL3973,SINGLE PROTEIN
FGFR4,FGFR4,FGFR4,Fibroblast growth factor receptor 4,TK,FGFR,,P22455,CHEMBL2095217,PROTEIN FAMILY
FGR,FGR,FGR,Tyrosine-protein kinase Fgr,TK,Src,,P09769,CHEMBL4454,SINGLE PROTEIN
FGR,FGR,FGR,Tyrosine-protein kinase Fgr,TK,Src,,P09769,CHEMBL2363074,PROTEIN FAMILY
FLT3,FLT3,FLT3,Receptor-type tyrosine-protein kinase FLT3,TK,PDGFR,,P36888,CHEMBL1974,SINGLE PROTEIN
FLT1,FLT1,FLT1,Vascular endothelial growth factor receptor 1,TK,VEGFR,,P17948,CHEMBL1868,SINGLE PROTEIN
FLT1,FLT1,FLT1,Vascular endothelial growth factor receptor 1,TK,VEGFR,,P17948,CHEMBL2095227,PROTEIN FAMILY
FLT1,FLT1,FLT1,Vascular endothelial growth factor receptor 1,TK,VEGFR,,P17948,CHEMBL2111480,SELECTIVITY GROUP
FLT4,FLT4,FLT4,Vascular endothelial growth factor receptor 3,TK,VEGFR,,P35916,CHEMBL1955,SINGLE PROTEIN
FLT4,FLT4,FLT4,Vascular endothelial growth factor receptor 3,TK,VEGFR,,P35916,CHEMBL2111409,SELECTIVITY GROUP
FLT4,FLT4,FLT4,Vascular endothelial growth factor receptor 3,TK,VEGFR,,P35916,CHEMBL2095227,PROTEIN FAMILY
FLT4,FLT4,FLT4,Vascular endothelial growth factor receptor 3,TK,VEGFR,,P35916,CHEMBL3301389,PROTEIN-PROTEIN INTERACTION
FRAP,FRAP,MTOR,Serine/threonine-protein kinase mTOR,Atypical,PIKK,FRAP,P42345,CHEMBL2842,SINGLE PROTEIN
FRAP,FRAP,MTOR,Serine/threonine-protein kinase mTOR,Atypical,PIKK,FRAP,P42345,CHEMBL2221341,PROTEIN COMPLEX
FRAP,FRAP,MTOR,Serine/threonine-protein kinase mTOR,Atypical,PIKK,FRAP,P42345,CHEMBL3885614,PROTEIN COMPLEX
FYN,FYN,FYN,Tyrosine-protein kinase Fyn,TK,Src,,P06241,CHEMBL1841,SINGLE PROTEIN
FYN,FYN,FYN,Tyrosine-protein kinase Fyn,TK,Src,,P06241,CHEMBL2363074,PROTEIN FAMILY
GAK,GAK,GAK,Cyclin-G-associated kinase,Other,NAK,,O14976,CHEMBL4355,SINGLE PROTEIN
GPRK4,GPRK4,GRK4,G protein-coupled receptor kinase 4,AGC,GRK,GRK,P32298,CHEMBL5861,SINGLE PROTEIN
GPRK5,GPRK5,GRK5,G protein-coupled receptor kinase 5,AGC,GRK,GRK,P34947,CHEMBL5678,SINGLE PROTEIN
GPRK6,GPRK6,GRK6,G protein-coupled receptor kinase 6,AGC,GRK,GRK,P43250,CHEMBL6144,SINGLE PROTEIN
GSK3A,GSK3A,GSK3A,Glycogen synthase kinase-3 alpha,CMGC,GSK,,P49840,CHEMBL2850,SINGLE PROTEIN
GSK3A,GSK3A,GSK3A,Glycogen synthase kinase-3 alpha,CMGC,GSK,,P49840,CHEMBL2095188,PROTEIN FAMILY
GSK3B,GSK3B,GSK3B,Glycogen synthase kinase-3 beta,CMGC,GSK,,P49841,CHEMBL262,SINGLE PROTEIN
GSK3B,GSK3B,GSK3B,Glycogen synthase kinase-3 beta,CMGC,GSK,,P49841,CHEMBL2095188,PROTEIN FAMILY
GSK3B,GSK3B,GSK3B,Glycogen synthase kinase-3 beta,CMGC,GSK,,P49841,CHEMBL3883309,PROTEIN-PROTEIN INTERACTION
HCK,HCK,HCK,Tyrosine-protein kinase HCK,TK,Src,,P08631,CHEMBL3234,SINGLE PROTEIN
HCK,HCK,HCK,Tyrosine-protein kinase HCK,TK,Src,,P08631,CHEMBL2363074,PROTEIN FAMILY
ErbB2,HER2/ErbB2,ERBB2,Receptor tyrosine-protein kinase erbB-2,TK,EGFR,,P04626,CHEMBL1824,SINGLE PROTEIN
ErbB2,HER2/ErbB2,ERBB2,Receptor tyrosine-protein kinase erbB-2,TK,EGFR,,P04626,CHEMBL2111431,PROTEIN FAMILY
ErbB2,HER2/ErbB2,ERBB2,Receptor tyrosine-protein kinase erbB-2,TK,EGFR,,P04626,CHEMBL2363049,PROTEIN FAMILY
ErbB2,HER2/ErbB2,ERBB2,Receptor tyrosine-protein kinase erbB-2,TK,EGFR,,P04626,CHEMBL4106134,PROTEIN COMPLEX
ErbB3,HER3/ErbB3,ERBB3,Receptor tyrosine-protein kinase erbB-3,TK,EGFR,,P21860,CHEMBL5838,SINGLE PROTEIN
ErbB3,HER3/ErbB3,ERBB3,Receptor tyrosine-protein kinase erbB-3,TK,EGFR,,P21860,CHEMBL2363049,PROTEIN FAMILY
ErbB4,HER4/ErbB4,ERBB4,Receptor tyrosine-protein kinase erbB-4,TK,EGFR,,Q15303,CHEMBL3009,SINGLE PROTEIN
ErbB4,HER4/ErbB4,ERBB4,Receptor tyrosine-protein kinase erbB-4,TK,EGFR,,Q15303,CHEMBL2363049,PROTEIN FAMILY
HIPK1,HIPK1,HIPK1,Homeodomain-interacting protein kinase 1,CMGC,DYRK,HIPK,Q86Z02,CHEMBL5427,SINGLE PROTEIN
HPK1,HPK1,MAP4K1,Mitogen-activated protein kinase kinase kinase kinase 1,STE,STE20,KHS,Q92918,CHEMBL5749,SINGLE PROTEIN
HSER,HSER,GUCY2C,Heat-stable enterotoxin receptor,RGC,RGC,,P25092,CHEMBL1795197,SINGLE PROTEIN
IGF1R,IGF1R,IGF1R,Insulin-like growth factor 1 receptor,TK,InsR,,P08069,CHEMBL1957,SINGLE PROTEIN
IKKa,IKKa,CHUK,Inhibitor of nuclear factor kappa-B kinase subunit alpha,Other,IKK,,O15111,CHEMBL2111328,PROTEIN COMPLEX
IKKa,IKKa,CHUK,Inhibitor of nuclear factor kappa-B kinase subunit alpha,Other,IKK,,O15111,CHEMBL3476,SINGLE PROTEIN
IKKa,IKKa,CHUK,Inhibitor of nuclear factor kappa-B kinase subunit alpha,Other,IKK,,O15111,CHEMBL3883298,PROTEIN COMPLEX
IKKb,IKKb,IKBKB,Inhibitor of nuclear factor kappa-B kinase subunit beta,Other,IKK,,O14920,CHEMBL1991,SINGLE PROTEIN
IKKb,IKKb,IKBKB,Inhibitor of nuclear factor kappa-B kinase subunit beta,Other,IKK,,O14920,CHEMBL2111328,PROTEIN COMPLEX
IKKb,IKKb,IKBKB,Inhibitor of nuclear factor kappa-B kinase subunit beta,Other,IKK,,O14920,CHEMBL3883298,PROTEIN COMPLEX
ILK,ILK,ILK,Integrin-linked protein kinase,TKL,MLK,ILK,Q13418,CHEMBL5247,SINGLE PROTEIN
INSR,INSR,INSR,Insulin receptor,TK,InsR,,P06213,CHEMBL1981,SINGLE PROTEIN
IRAK1,IRAK1,IRAK1,Interleukin-1 receptor-associated kinase 1,TKL,IRAK,,P51617,CHEMBL3357,SINGLE PROTEIN
IRAK2,IRAK2,IRAK2,Interleukin-1 receptor-associated kinase-like 2,TKL,IRAK,,O43187,CHEMBL4105759,SINGLE PROTEIN
IRAK3,IRAK3,IRAK3,Interleukin-1 receptor-associated kinase 3,TKL,IRAK,,Q9Y616,CHEMBL5081,SINGLE PROTEIN
IRE1,IRE1,ERN1,Serine/threonine-protein kinase/endoribonuclease IRE1,Other,IRE,,O75460,CHEMBL1163101,SINGLE PROTEIN
IRR,IRR,INSRR,Insulin receptor-related protein,TK,InsR,,P14616,CHEMBL5483,SINGLE PROTEIN
ITK,ITK,ITK,Tyrosine-protein kinase ITK/TSK,TK,Tec,,Q08881,CHEMBL2959,SINGLE PROTEIN
JAK1,JAK1,JAK1,Tyrosine-protein kinase JAK1,TK,Jak,,P23458,CHEMBL2835,SINGLE PROTEIN
JAK1,JAK1,JAK1,Tyrosine-protein kinase JAK1,TK,Jak,,P23458,CHEMBL3301390,PROTEIN COMPLEX
JAK1,JAK1,JAK1,Tyrosine-protein kinase JAK1,TK,Jak,,P23458,CHEMBL3301391,PROTEIN COMPLEX
JAK1,JAK1,JAK1,Tyrosine-protein kinase JAK1,TK,Jak,,P23458,CHEMBL3038491,PROTEIN COMPLEX
JAK1,JAK1,JAK1,Tyrosine-protein kinase JAK1,TK,Jak,,P23458,CHEMBL3038492,PROTEIN COMPLEX
JAK1,JAK1,JAK1,Tyrosine-protein kinase JAK1,TK,Jak,,P23458,CHEMBL2363062,PROTEIN FAMILY
JAK1_b,Domain2_JAK1,JAK1,Tyrosine-protein kinase JAK1,TK,JakB,,P23458,CHEMBL2835,SINGLE PROTEIN
JAK1_b,Domain2_JAK1,JAK1,Tyrosine-protein kinase JAK1,TK,JakB,,P23458,CHEMBL3301390,PROTEIN COMPLEX
JAK1_b,Domain2_JAK1,JAK1,Tyrosine-protein kinase JAK1,TK,JakB,,P23458,CHEMBL3301391,PROTEIN COMPLEX
JAK1_b,Domain2_JAK1,JAK1,Tyrosine-protein kinase JAK1,TK,JakB,,P23458,CHEMBL3038491,PROTEIN COMPLEX
JAK1_b,Domain2_JAK1,JAK1,Tyrosine-protein kinase JAK1,TK,JakB,,P23458,CHEMBL3038492,PROTEIN COMPLEX
JAK1_b,Domain2_JAK1,JAK1,Tyrosine-protein kinase JAK1,TK,JakB,,P23458,CHEMBL2363062,PROTEIN FAMILY
JAK2,JAK2,JAK2,Tyrosine-protein kinase JAK2,TK,Jak,,O60674,CHEMBL2971,SINGLE PROTEIN
JAK2,JAK2,JAK2,Tyrosine-protein kinase JAK2,TK,Jak,,O60674,CHEMBL3301390,PROTEIN COMPLEX
JAK2,JAK2,JAK2,Tyrosine-protein kinase JAK2,TK,Jak,,O60674,CHEMBL3301392,PROTEIN COMPLEX
JAK2,JAK2,JAK2,Tyrosine-protein kinase JAK2,TK,Jak,,O60674,CHEMBL3038492,PROTEIN COMPLEX
JAK2,JAK2,JAK2,Tyrosine-protein kinase JAK2,TK,Jak,,O60674,CHEMBL2363062,PROTEIN FAMILY
JAK2_b,Domain2_JAK2,JAK2,Tyrosine-protein kinase JAK2,TK,JakB,,O60674,CHEMBL2971,SINGLE PROTEIN
JAK2_b,Domain2_JAK2,JAK2,Tyrosine-protein kinase JAK2,TK,JakB,,O60674,CHEMBL3301390,PROTEIN COMPLEX
JAK2_b,Domain2_JAK2,JAK2,Tyrosine-protein kinase JAK2,TK,JakB,,O60674,CHEMBL3301392,PROTEIN COMPLEX
JAK2_b,Domain2_JAK2,JAK2,Tyrosine-protein kinase JAK2,TK,JakB,,O60674,CHEMBL3038492,PROTEIN COMPLEX
JAK2_b,Domain2_JAK2,JAK2,Tyrosine-protein kinase JAK2,TK,JakB,,O60674,CHEMBL2363062,PROTEIN FAMILY
JAK3,JAK3,JAK3,Tyrosine-protein kinase JAK3,TK,Jak,,P52333,CHEMBL2148,SINGLE PROTEIN
JAK3,JAK3,JAK3,Tyrosine-protein kinase JAK3,TK,Jak,,P52333,CHEMBL3038491,PROTEIN COMPLEX
JAK3,JAK3,JAK3,Tyrosine-protein kinase JAK3,TK,Jak,,P52333,CHEMBL2363062,PROTEIN FAMILY
JAK3_b,Domain2_JAK3,JAK3,Tyrosine-protein kinase JAK3,TK,JakB,,P52333,CHEMBL2148,SINGLE PROTEIN
JAK3_b,Domain2_JAK3,JAK3,Tyrosine-protein kinase JAK3,TK,JakB,,P52333,CHEMBL3038491,PROTEIN COMPLEX
JAK3_b,Domain2_JAK3,JAK3,Tyrosine-protein kinase JAK3,TK,JakB,,P52333,CHEMBL2363062,PROTEIN FAMILY
JNK1,JNK1,MAPK8,Mitogen-activated protein kinase 8,CMGC,MAPK,JNK,P45983,CHEMBL2276,SINGLE PROTEIN
JNK1,JNK1,MAPK8,Mitogen-activated protein kinase 8,CMGC,MAPK,JNK,P45983,CHEMBL2096667,PROTEIN FAMILY
JNK2,JNK2,MAPK9,Mitogen-activated protein kinase 9,CMGC,MAPK,JNK,P45984,CHEMBL4179,SINGLE PROTEIN
JNK2,JNK2,MAPK9,Mitogen-activated protein kinase 9,CMGC,MAPK,JNK,P45984,CHEMBL2096667,PROTEIN FAMILY
JNK2,JNK2,MAPK9,Mitogen-activated protein kinase 9,CMGC,MAPK,JNK,P45984,CHEMBL3038502,PROTEIN FAMILY
JNK3,JNK3,MAPK10,Mitogen-activated protein kinase 10,CMGC,MAPK,JNK,P53779,CHEMBL2637,SINGLE PROTEIN
JNK3,JNK3,MAPK10,Mitogen-activated protein kinase 10,CMGC,MAPK,JNK,P53779,CHEMBL2096667,PROTEIN FAMILY
JNK3,JNK3,MAPK10,Mitogen-activated protein kinase 10,CMGC,MAPK,JNK,P53779,CHEMBL3038502,PROTEIN FAMILY
JNK3,JNK3,MAPK10,Mitogen-activated protein kinase 10,CMGC,MAPK,JNK,P53779,CHEMBL3885602,PROTEIN FAMILY
KHS1,KHS1,MAP4K5,Mitogen-activated protein kinase kinase kinase kinase 5,STE,STE20,KHS,Q9Y4K4,CHEMBL4852,SINGLE PROTEIN
IKKe,IKKe,IKBKE,Inhibitor of nuclear factor kappa-B kinase subunit epsilon,Other,IKK,,Q14164,CHEMBL3529,SINGLE PROTEIN
IKKe,IKKe,IKBKE,Inhibitor of nuclear factor kappa-B kinase subunit epsilon,Other,IKK,,Q14164,CHEMBL3038486,PROTEIN COMPLEX
NuaK1,NuaK1,NUAK1,NUAK family SNF1-like kinase 1,CAMK,CAMKL,NuaK,O60285,CHEMBL5784,SINGLE PROTEIN
MAST3,MAST3,MAST3,Microtubule-associated serine/threonine-protein kinase 3,AGC,MAST,,O60307,CHEMBL2417352,SINGLE PROTEIN
Fused,Fused,STK36,Serine/threonine-protein kinase 36,Other,ULK,,Q9NRP7,CHEMBL4312,SINGLE PROTEIN
PIM3,PIM3,PIM3,Serine/threonine-protein kinase pim-3,CAMK,PIM,,Q86V86,CHEMBL5407,SINGLE PROTEIN
PIM3,PIM3,PIM3,Serine/threonine-protein kinase pim-3,CAMK,PIM,,Q86V86,CHEMBL3559682,PROTEIN FAMILY
KIT,KIT,KIT,Mast/stem cell growth factor receptor Kit,TK,PDGFR,,P10721,CHEMBL1936,SINGLE PROTEIN
KIT,KIT,KIT,Mast/stem cell growth factor receptor Kit,TK,PDGFR,,P10721,CHEMBL2111428,SELECTIVITY GROUP
CDKL2,CDKL2,CDKL2,Cyclin-dependent kinase-like 2,CMGC,CDKL,,Q92772,CHEMBL5728,SINGLE PROTEIN
CDKL1,CDKL1,CDKL1,Cyclin-dependent kinase-like 1,CMGC,CDKL,,Q00532,CHEMBL5789,SINGLE PROTEIN
KSR1,KSR1,KSR1,Kinase suppressor of Ras 1,TKL,RAF,KSR,Q8IVT5,CHEMBL1938215,SINGLE PROTEIN
LCK,LCK,LCK,Tyrosine-protein kinase Lck,TK,Src,,P06239,CHEMBL258,SINGLE PROTEIN
LCK,LCK,LCK,Tyrosine-protein kinase Lck,TK,Src,,P06239,CHEMBL2363074,PROTEIN FAMILY
LIMK2,LIMK2,LIMK2,LIM domain kinase 2,TKL,LISK,LIMK,P53671,CHEMBL5932,SINGLE PROTEIN
LIMK2,LIMK2,LIMK2,LIM domain kinase 2,TKL,LISK,LIMK,P53671,CHEMBL3885599,PROTEIN FAMILY
LKB1,LKB1,STK11,Serine/threonine-protein kinase STK11,CAMK,CAMKL,LKB,Q15831,CHEMBL5606,SINGLE PROTEIN
LKB1,LKB1,STK11,Serine/threonine-protein kinase STK11,CAMK,CAMKL,LKB,Q15831,CHEMBL3885534,PROTEIN COMPLEX
LTK,LTK,LTK,Leukocyte tyrosine kinase receptor,TK,ALK,,P29376,CHEMBL5627,SINGLE PROTEIN
LYN,LYN,LYN,Tyrosine-protein kinase Lyn,TK,Src,,P07948,CHEMBL3905,SINGLE PROTEIN
LYN,LYN,LYN,Tyrosine-protein kinase Lyn,TK,Src,,P07948,CHEMBL2363074,PROTEIN FAMILY
MAK,MAK,MAK,Serine/threonine-protein kinase MAK,CMGC,RCK,,P20794,CHEMBL1163106,SINGLE PROTEIN
MAPKAPK2,MAPKAPK2,MAPKAPK2,MAP kinase-activated protein kinase 2,CAMK,MAPKAPK,MK2,P49137,CHEMBL2208,SINGLE PROTEIN
MAPKAPK3,MAPKAPK3,MAPKAPK3,MAP kinase-activated protein kinase 3,CAMK,MAPKAPK,MK2,Q16644,CHEMBL4670,SINGLE PROTEIN
MAPKAPK5,MAPKAPK5,MAPKAPK5,MAP kinase-activated protein kinase 5,CAMK,MAPKAPK,MK5,Q8IW41,CHEMBL3094,SINGLE PROTEIN
MARK1,MARK1,MARK1,Serine/threonine-protein kinase MARK1,CAMK,CAMKL,MARK,Q9P0L2,CHEMBL5940,SINGLE PROTEIN
MAST2,MAST2,MAST2,Microtubule-associated serine/threonine-protein kinase 2,AGC,MAST,,Q6P0Q8,CHEMBL3038500,PROTEIN FAMILY
MAST2,MAST2,MAST2,Microtubule-associated serine/threonine-protein kinase 2,AGC,MAST,,Q6P0Q8,CHEMBL2417355,SINGLE PROTEIN
MAP2K1,MAP2K1,MAP2K1,Dual specificity mitogen-activated protein kinase kinase 1,STE,STE7,,Q02750,CHEMBL3587,SINGLE PROTEIN
MAP2K1,MAP2K1,MAP2K1,Dual specificity mitogen-activated protein kinase kinase 1,STE,STE7,,Q02750,CHEMBL2111289,PROTEIN FAMILY
MAP2K1,MAP2K1,MAP2K1,Dual specificity mitogen-activated protein kinase kinase 1,STE,STE7,,Q02750,CHEMBL2111351,PROTEIN FAMILY
MAP2K1,MAP2K1,MAP2K1,Dual specificity mitogen-activated protein kinase kinase 1,STE,STE7,,Q02750,CHEMBL3885566,PROTEIN FAMILY
MAP2K2,MAP2K2,MAP2K2,Dual specificity mitogen-activated protein kinase kinase 2,STE,STE7,,P36507,CHEMBL2964,SINGLE PROTEIN
MAP2K2,MAP2K2,MAP2K2,Dual specificity mitogen-activated protein kinase kinase 2,STE,STE7,,P36507,CHEMBL2111289,PROTEIN FAMILY
MAP2K5,MAP2K5,MAP2K5,Dual specificity mitogen-activated protein kinase kinase 5,STE,STE7,,Q13163,CHEMBL4948,SINGLE PROTEIN
MAP2K6,MAP2K6,MAP2K6,Dual specificity mitogen-activated protein kinase kinase 6,STE,STE7,,P52564,CHEMBL2171,SINGLE PROTEIN
MAP3K1,MAP3K1,MAP3K1,Mitogen-activated protein kinase kinase kinase 1,STE,STE11,,Q13233,CHEMBL3956,SINGLE PROTEIN
MAP3K2,MAP3K2,MAP3K2,Mitogen-activated protein kinase kinase kinase 2,STE,STE11,,Q9Y2U5,CHEMBL5914,SINGLE PROTEIN
MAP3K3,MAP3K3,MAP3K3,Mitogen-activated protein kinase kinase kinase 3,STE,STE11,,Q99759,CHEMBL5970,SINGLE PROTEIN
MAP3K4,MAP3K4,MAP3K4,Mitogen-activated protein kinase kinase kinase 4,STE,STE11,,Q9Y6R4,CHEMBL4853,SINGLE PROTEIN
MAP3K5,MAP3K5,MAP3K5,Mitogen-activated protein kinase kinase kinase 5,STE,STE11,,Q99683,CHEMBL5285,SINGLE PROTEIN
MER,MER,MERTK,Tyrosine-protein kinase Mer,TK,Axl,,Q12866,CHEMBL5331,SINGLE PROTEIN
MER,MER,MERTK,Tyrosine-protein kinase Mer,TK,Axl,,Q12866,CHEMBL3137284,CHIMERIC PROTEIN
MET,MET,MET,Hepatocyte growth factor receptor,TK,Met,,P08581,CHEMBL3717,SINGLE PROTEIN
MAP2K7,MAP2K7,MAP2K7,Dual specificity mitogen-activated protein kinase kinase 7,STE,STE7,,O14733,CHEMBL3530,SINGLE PROTEIN
smMLCK,smMLCK,MYLK,Myosin light chain kinase,CAMK,MLCK,,Q15746,CHEMBL2428,SINGLE PROTEIN
MLK1,MLK1,MAP3K9,Mitogen-activated protein kinase kinase kinase 9,TKL,MLK,MLK,P80192,CHEMBL2872,SINGLE PROTEIN
MLK2,MLK2,MAP3K10,Mitogen-activated protein kinase kinase kinase 10,TKL,MLK,MLK,Q02779,CHEMBL2873,SINGLE PROTEIN
DYRK1A,DYRK1A,DYRK1A,Dual specificity tyrosine-phosphorylation-regulated kinase 1A,CMGC,DYRK,DYRK1,Q13627,CHEMBL2292,SINGLE PROTEIN
MNK1,MNK1,MKNK1,MAP kinase-interacting serine/threonine-protein kinase 1,CAMK,MAPKAPK,MNK,Q9BUB5,CHEMBL4718,SINGLE PROTEIN
MNK1,MNK1,MKNK1,MAP kinase-interacting serine/threonine-protein kinase 1,CAMK,MAPKAPK,MNK,Q9BUB5,CHEMBL3883293,PROTEIN FAMILY
MNK2,MNK2,MKNK2,MAP kinase-interacting serine/threonine-protein kinase 2,CAMK,MAPKAPK,MNK,Q9HBH9,CHEMBL4204,SINGLE PROTEIN
MNK2,MNK2,MKNK2,MAP kinase-interacting serine/threonine-protein kinase 2,CAMK,MAPKAPK,MNK,Q9HBH9,CHEMBL3883293,PROTEIN FAMILY
MOS,MOS,MOS,Proto-oncogene serine/threonine-protein kinase mos,Other,MOS,,P00540,CHEMBL1075184,SINGLE PROTEIN
MAP2K3,MAP2K3,MAP2K3,Dual specificity mitogen-activated protein kinase kinase 3,STE,STE7,,P46734,CHEMBL2109,SINGLE PROTEIN
MAP2K4,MAP2K4,MAP2K4,Dual specificity mitogen-activated protein kinase kinase 4,STE,STE7,,P45985,CHEMBL2897,SINGLE PROTEIN
MRCKb,MRCKb,CDC42BPB,Serine/threonine-protein kinase MRCK beta,AGC,DMPK,GEK,Q9Y5S2,CHEMBL5052,SINGLE PROTEIN
